,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,sub,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
45,Ben Davies,30,Tottenham,28,"D(CL),M(L)",26,2325,6,1.6,45,80.1,1.2,1.6,0,7.08,3,2,3,0,0.6,1.6,1,0.5,0.9,0,0.6,0.9,1.6,1,0.8,0.2,2.1,0.8,0.2,0
46,Ruben Loftus-Cheek,162,Crystal Palace,25,M(CLR),21,1875,3,1.1,30.1,82.4,0.1,1,0,7.08,3,2,1,0,1.3,1.3,1,3,2.6,0.1,2,1.9,0.9,0.9,0.7,0,1.1,1,0.1,0
47,Laurent Koscielny,13,Arsenal,36,D(C),25,2227,0,0.3,69.8,89,0,4.4,0,7.08,0,2,4,0,0.4,3.2,1,0.1,1,0.1,0.2,0.5,1.7,2.2,0.6,0.7,5.4,0.6,0.6,0
48,Harry Maguire,14,Leicester,28,D(C),38,3420,4,0.5,45.8,78.4,0.1,4.6,0,7.08,0,2,7,0,0.8,3.1,1,1.3,0.8,0.1,0.5,0.7,1.7,1.3,0.9,0.6,4.6,0.4,0.7,0
49,Marko Arnautovic,29,West Ham,32,"AM(CLR),FW",28,2323,6,1.1,22.1,71.5,0.3,0.3,0.1,7.07,3,11,5,1,2.3,0.7,5,1.8,0.9,1.4,1.4,1.9,0.7,0.4,1.1,0,1,0.4,0.1,0
50,Antonio Valencia,32,Man Utd,36,"D(R),M(R)",31,2743,1,0.7,51.7,85.3,0.5,2.4,0,7.07,0,3,7,0,0.5,0.7,0,0.9,0.6,0.1,0.6,0.6,1.8,1.5,1.2,0.1,1.9,0.6,0.2,0
51,Florian Lejeune,23,Newcastle,30,D(C),24,2104,2,0.3,44.6,76.8,0,4.5,0,7.05,0,0,3,0,0.5,3.5,1,0.5,0.6,0.1,0.2,0.5,1.4,1.9,0.7,0.7,6.1,0.7,0.6,0
52,Kyle Walker,167,Man City,31,"D(CR),M(R)",32,2787,6,0.9,73.8,87.8,0.2,2.7,0,7.05,0,0,2,1,0.4,2.2,0,0.8,0.6,0.1,0.6,1,1.5,0.9,0.5,0.5,2.1,0.4,0.1,1
53,Gabriel Jesus,167,Man City,24,"AM(LR),FW",19,1673,3,0.7,20.4,79.7,0,0.4,0.1,7.05,10,13,6,0,1.9,0.7,1,0.8,0.6,0.5,0.9,1.5,0.8,0.3,1,0,0.2,0.7,0,0
54,Manuel Lanzini,29,West Ham,28,M(CLR),23,2049,6,1.5,45,87.6,0.6,1.1,0.1,7.04,4,5,4,0,1.6,0.1,2,2.4,1.3,0.1,1.7,1.1,0.7,1.1,0.3,0,0.2,1.2,0,0
55,Jamaal Lascelles,23,Newcastle,27,D(C),32,2928,0,0.2,35.9,77.1,0,2.4,0,7.04,1,3,5,0,0.4,3.9,1,0.2,0.4,0,0.2,0.1,0.9,0.8,0.5,0.5,7,0.2,0.7,0
56,Kieran Trippier,30,Tottenham,31,"D(R),M(R)",21,1914,5,1.7,52.8,81.4,1,3.1,0.1,7.04,3,0,1,0,0.3,1.5,0,0.5,0.8,0.1,0.3,0.8,2.2,0.8,0.8,0.5,1.9,1,0.3,0
57,Arthur Masuaku,29,West Ham,27,"D(L),M(L)",21,1873,3,0.6,25.3,80.5,0.5,1,0,7.02,6,0,5,0,0.3,0.9,2,3.1,1.1,0.1,1.4,1.7,2.1,1,1.1,0,1.2,1.2,0.1,0
58,Lewis Dunk,211,Brighton,29,D(C),38,3420,1,0.3,39.3,78.4,0.1,4.3,0,7.02,0,1,7,0,0.7,3.2,1,0.3,0.4,0,0.2,0.6,1.7,1.9,0.9,0.4,5.9,0.6,1.5,4
59,Jóhann Gudmundsson,184,Burnley,30,AM(CLR),32,2840,8,1.9,23,73.7,1.8,1.2,0,7.02,3,2,2,0,1.5,1.2,0,1,0.9,0.1,1.3,1.3,1.2,1,0.5,0,0.9,0.8,0,0
60,Andrew Robertson,26,Liverpool,27,"D(L),M(L)",22,1943,5,1.1,64.6,87.1,0.5,1.9,0,7.02,0,1,2,0,0.5,0.7,1,0.4,0.2,0.2,0.5,1,1.4,1.2,0.7,0.1,2.2,0.6,0.1,0
61,Craig Dawson,175,West Brom,31,D(CR),28,2509,0,0.4,32.4,69.5,0.5,2.2,0,7.02,0,2,6,0,0.6,4.2,4,0.3,0.8,0.1,0.3,0.4,1.4,1.9,1.3,0.2,4.7,0.8,0.9,0
62,Granit Xhaka,13,Arsenal,29,"D(L),M(C)",37,3266,7,1,82,86.9,0.8,4.9,0.1,7.02,1,1,10,0,1.7,1.3,0,0.5,1.1,0,0.5,0.9,2.1,1,1.5,0.1,1.7,1.1,0.2,0
63,Trent Alexander-Arnold,26,Liverpool,23,"D(R),M(R)",18,1576,1,1.3,53,77.3,0.9,3.9,0.1,7.02,1,1,3,0,0.6,0.3,0,1.1,0.1,0.2,0.7,0.9,1.9,1.5,0.6,0.4,2.1,0.7,0.3,0
64,Luka Milivojevic,162,Crystal Palace,30,DMC,35,3082,1,0.6,45.9,80.2,0.4,3.4,0,7.01,1,10,8,0,1.2,1.4,1,0.8,0.9,0,0.7,0.9,2.4,2,1.9,0,2.1,1.5,0.3,0
65,Willian,15,Chelsea,33,AM(CLR),20,1883,7,1.7,25.7,80.2,0.6,1.1,0.1,7.01,16,6,1,0,1.5,0.3,4,1.9,1,0.1,0.9,1.6,0.6,0.3,0.3,0,0.3,0.4,0,0
66,Abdoulaye Doucouré,27,Watford,28,M(C),37,3325,3,1.1,60.6,83.6,0.2,2.3,0.1,7.00,0,7,10,0,1.3,1.2,1,1.1,0.7,0.1,1.2,1.5,2.1,1.5,1.2,0,1.5,1.4,0.3,0
67,Dejan Lovren,26,Liverpool,32,D(C),24,2125,1,0.2,62.2,88.5,0.1,3.1,0,6.99,5,2,4,0,0.5,3.6,2,0,0.2,0,0,0.2,0.9,1.3,0.5,0.9,4.9,0.3,0.5,0
68,Son Heung-Min,30,Tottenham,29,"M(CLR),FW",27,2312,6,1.1,24.8,85.2,0.1,0.4,0.1,6.99,10,12,0,0,2,0.1,3,1.6,0.7,0.7,1.5,1.8,0.5,0.3,0.4,0,0.2,0.7,0,0
69,Ahmed Hegazi,175,West Brom,30,D(C),38,3387,0,0.2,31.2,73.1,0.1,3.6,0,6.98,0,2,4,0,0.4,2.7,3,0.6,0.3,0.1,0.2,0.3,1.5,1.6,0.6,0.7,7.1,0.6,1,0
70,Jamie Vardy,14,Leicester,34,"AM(L),FW",37,3258,1,0.9,12.5,60.5,0.2,0.4,0,6.98,0,20,3,0,1.9,2.1,0,0.6,0.7,1.2,0.4,1.7,0.4,0.1,0.8,0,0.5,0.2,0,0
71,Cuco Martina,31,Everton,32,D(CLR),20,1831,2,0.6,37.1,77.9,0.7,2.1,0,6.98,1,0,1,0,0.1,1.1,0,0.1,0.4,0.1,0.4,0.5,2.9,2,1.2,0.2,5.6,0.9,0.2,0
72,Matthew Lowton,184,Burnley,32,"D(LR),M(R)",25,2295,3,0.5,31.7,68.9,0.6,2.8,0,6.97,1,0,1,0,0.2,1.3,1,0.4,0.7,0,0.4,0.7,2.1,1.5,0.7,0.2,4.3,1.2,0.6,0
73,Simon Francis,183,Bournemouth,36,D(CR),31,2710,1,0.8,50.2,73.5,0.8,3.8,0,6.96,1,0,8,1,0.4,4.4,1,0.3,0.5,0,0.3,0.3,1.5,1.5,0.8,0.8,5.5,0.6,0.6,0
74,Eric Dier,30,Tottenham,27,"D(CR),DMC",32,2827,2,0.4,66.1,86.3,0.1,4.8,0,6.96,2,0,4,0,0.9,2.4,0,0.4,0.2,0,0.5,0.3,1.8,1.4,0.7,0.5,2.4,0.7,0.3,0
75,Idrissa Gueye,31,Everton,32,M(C),32,2757,1,0.5,47.5,84.7,0.1,2.2,0,6.95,1,2,6,1,0.7,1,1,0.5,1.6,0,1,1.3,3.5,1.9,1.5,0,1.3,1.5,0.3,0
76,Jordan Henderson,26,Liverpool,31,"D(C),M(CLR)",25,2173,1,0.9,77.2,84.4,0.2,5.6,0.1,6.95,2,1,1,0,0.6,1,0,0.3,0.5,0,0.4,0.6,1.9,1.1,1,0,0.7,1.3,0.1,0
77,Davinson Sánchez,30,Tottenham,25,D(C),29,2535,0,0.1,60.2,89.4,0,3.9,0,6.94,2,0,1,1,0.3,2.4,0,0.3,0.6,0,0.1,0.3,1.2,1.2,0.8,1.1,5.1,0.7,0.3,1
78,Michael Keane,31,Everton,28,D(CR),29,2561,1,0.1,38.6,77.8,0,3.2,0,6.94,1,0,3,0,0.5,4.3,0,0.2,0.3,0.1,0.1,0.5,1.1,1.8,0.7,0.9,6.9,0.8,0.9,0
79,Álvaro Morata,15,Chelsea,28,"AM(L),FW",24,2067,6,1.1,18.6,73.3,0,0.8,0,6.94,7,11,7,0,2.5,1.7,1,1,1.4,0.9,1.9,2.5,0.4,0.2,1.3,0,0.6,0.6,0.1,0
80,Christian Kabasele,27,Watford,30,D(C),27,2332,0,0.1,32.3,74.8,0,2.3,0,6.93,1,2,5,0,0.4,3.7,2,0.1,0.6,0,0.1,0.3,1.5,1.2,1.1,1.3,6.2,0.5,0.8,1
81,Mario Lemina,18,Southampton,28,DMC,20,1723,1,0.3,38.8,87.8,0,1.6,0.1,6.93,5,1,2,0,0.9,1,3,2.2,0.6,0.1,1.2,0.9,2.2,1.4,1.1,0,1.3,0.7,0.2,0
82,Nick Pope,184,Burnley,29,GK,34,3114,0,0.1,31.4,39,0,10.3,0,6.93,1,0,3,0,0,0.3,0,0,0.1,0,0,0,0,0,0,0,1.1,0,0,0
83,Eric Maxim Choupo-Moting,96,Stoke,32,"M(CLR),FW",26,2248,5,0.7,21.4,73,0.1,0.6,0,6.93,4,5,3,0,2,2,3,2,0.8,0.5,1.9,2.5,1.4,0.8,0.7,0,0.8,0.8,0.1,0
84,Chris Brunt,175,West Brom,36,"D(L),M(CLR)",22,1923,7,1.4,33.9,73.6,2,3.5,0.1,6.93,4,0,5,0,1,0.6,0,0.6,0.2,0,0.6,0.6,1.6,0.8,0.6,0,1.5,0.8,0.2,0
85,Oriol Romeu,18,Southampton,30,DMC,34,2903,0,0.6,54.2,82.6,0,2.6,0,6.92,0,1,11,0,0.8,2.9,1,0.4,1.1,0.1,0.3,0.8,2.7,2,1.6,0.1,2.1,2,0.6,0
86,Antonio Rüdiger,15,Chelsea,28,D(CR),25,2336,1,0.1,63.3,89.5,0,3.8,0,6.92,2,2,4,0,0.6,2.2,1,0.3,0.5,0.1,0.6,0.5,1.1,0.9,1,0.4,3.7,0.6,0.6,0
87,Sead Kolasinac,13,Arsenal,28,"D(CL),DMC,M(L)",25,2152,4,0.7,47,80.1,0.2,0.9,0,6.92,2,2,3,0,0.8,1.7,1,0.4,0.4,0,0.6,0.8,1.8,1,1.2,0.2,2,0.7,0.1,0
88,Joel Matip,26,Liverpool,30,D(C),22,1995,0,0.2,66.2,88.7,0,3.6,0,6.92,3,1,3,0,0.4,2.3,0,0.1,0.4,0,0.2,0.4,1.4,1.4,0.8,0.8,3.8,0.5,0.6,0
89,Jordan Ayew,259,Swansea,30,"AM(CLR),FW",33,2859,2,0.4,23.2,82.6,0.1,0.5,0,6.91,3,7,2,1,1.8,1.4,6,2.1,2.4,0.2,2.9,3,2.3,0.7,1.8,0,0.5,1.1,0.1,0
90,Danilo,167,Man City,30,"D(CLR),DMC",13,1342,2,0.2,48.3,89.9,0.1,1.4,0,6.91,10,3,2,0,0.8,0.7,2,0.3,0.4,0,0.2,0.6,1.9,0.8,0.5,0.2,1.2,0.7,0.3,0
91,Christian Benteke,162,Crystal Palace,30,FW,24,2238,5,0.9,21.7,56.4,0,0.4,0,6.91,7,3,6,0,1.9,7.8,2,0.5,0.9,0.4,1,2.8,0.4,0.1,1.5,0.1,1.4,0.5,0.1,0
92,Victor Moses,15,Chelsea,30,M(CLR),25,2119,3,0.7,29.8,76.6,0.7,0.9,0,6.90,3,3,3,0,1.3,1,1,1.1,1,0.3,0.7,0.7,1.3,0.5,0.8,0,1.1,0.4,0.1,0
93,Mousa Dembélé,30,Tottenham,34,M(CR),21,1886,0,0.6,50.8,92.2,0,1.3,0,6.90,7,0,6,0,0.4,0.3,0,2.4,1,0,1.2,0.9,1.3,1.2,1.7,0,0.4,1,0,0
94,Steve Cook,183,Bournemouth,30,D(C),31,2766,1,0.1,38.9,75.8,0,3.1,0,6.89,3,2,5,0,0.6,4,1,0,0.6,0,0.2,0.4,1.1,1.6,0.6,1,6.6,0.3,1.3,1
95,Mike van der Hoorn,259,Swansea,29,D(C),24,1952,0,0.2,35.8,76.3,0.1,3.1,0,6.89,0,1,4,0,0.4,2.4,0,0.4,0.8,0,0.2,0.3,1.3,1.6,0.9,0.7,5.1,0.3,0.6,0
96,Lukasz Fabianski,259,Swansea,36,GK,38,3420,0,0,29.3,53.4,0,8.9,0,6.89,0,0,0,0,0,0.4,3,0,0.1,0,0,0,0,0,0,0,0.7,0,0,0
97,Wesley Hoedt,18,Southampton,27,D(C),28,2520,1,0.3,47.3,78.9,0,5.1,0,6.89,0,0,7,0,0.5,2.2,1,0.9,0.5,0,0.2,0.5,2.1,1.4,0.8,0.3,6.1,0.9,0.6,0
98,Stephen Ward,184,Burnley,36,"D(L),M(L)",28,2462,1,0.6,33,69.1,0.5,2.5,0,6.89,0,1,1,0,0.2,2.1,1,0.2,1,0.1,0.2,0.6,1.4,1.5,0.4,0.1,3.6,0.8,0.4,0
99,Nathan Aké,183,Bournemouth,26,"D(CL),DMC",37,3354,3,0.2,41.8,83.9,0,2.3,0,6.88,1,2,5,0,0.5,2.8,0,0.3,0.5,0.1,0.2,0.3,1.4,1.3,0.7,0.9,6,0.5,0.6,0
100,Michail Antonio,29,West Ham,31,"D(R),M(CLR),FW",16,1358,1,0.7,18.3,67.8,0.6,1,0.1,6.88,5,3,1,0,1.6,2,0,2.4,1.4,0.3,2,2.6,0.7,0.6,0.8,0,0.7,0.5,0,0
101,Gylfi Sigurdsson,31,Everton,32,"M(CLR),FW",25,2262,3,1.4,25.9,74.9,1.3,0.4,0.1,6.88,2,4,2,0,1.4,0.7,1,0.7,0.6,0,0.9,2,1.4,1.3,0.7,0,1.1,1.5,0.3,0
102,Alex Iwobi,13,Arsenal,25,M(CLR),22,1844,5,1.4,43.7,86.6,0.1,1.1,0.3,6.88,4,3,1,0,1.7,0.1,0,1.4,0.5,0,1.2,1.6,0.7,0.3,0.4,0,0.3,0.5,0,0
103,Joshua King,183,Bournemouth,29,"AM(CLR),FW",27,2456,3,1.2,20.9,72.9,0.3,0.4,0,6.88,6,8,3,0,1.5,2.1,3,1.9,1.7,0.1,2.5,2.6,1.1,0.1,1.4,0,0.4,0.7,0.1,0
104,Alex Oxlade Chamberlain,26,Liverpool,28,M(CLR),14,1485,7,1.1,22.3,81.9,0.5,1.6,0.2,6.88,18,3,3,0,1.2,0.3,1,1.3,0.3,0.1,0.8,1.2,1,0.6,0.5,0,0.2,0.5,0,0
105,Anthony Martial,32,Man Utd,25,"AM(LR),FW",18,1584,5,1.1,24.4,81.9,0.2,0.4,0,6.87,12,9,1,0,1.6,0.5,0,1.4,0.9,0.3,1.8,1.8,0.5,0.1,0.6,0,0.2,0.3,0,0
106,Junior Stanislas,183,Bournemouth,31,M(CLR),17,1299,2,1.3,25.7,77.3,0.7,0.5,0.1,6.87,2,5,1,0,2.4,0.5,3,1.1,0.1,0.1,0.8,1.7,0.8,0.3,0.3,0.1,0.6,0.4,0.3,0
107,Joe Allen,96,Stoke,31,M(C),36,3142,6,0.9,37.7,81.1,0.3,1.2,0.1,6.87,0,2,8,0,0.7,1,3,1.2,1.4,0,1.9,1.5,2.7,1.6,1.4,0.1,1.5,1.7,0.3,0
108,Jonjoe Kenny,31,Everton,24,"D(R),M(R)",17,1589,1,0.5,30.9,68.5,0.6,2.6,0,6.87,2,0,2,0,0.2,2,0,0.3,0.2,0,0.3,1.1,2.2,1.5,0.9,0,3.8,0.6,0.4,0
109,Xherdan Shaqiri,96,Stoke,30,M(CLR),36,3049,7,2.1,29.3,79.5,1.6,2.1,0.2,6.87,0,8,5,0,1.9,0.1,2,1.1,1.4,0.4,1.6,2.8,0.7,0.4,0.8,0,0.1,0.8,0,0
