,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,sub,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
103,Yerry Mina,31,Everton,27,D(C),25,2282,1,0.2,46.9,83.8,0.0,3.7,0.0,6.83,4,2,3,0,1.0,3.9,1,0.2,0.4,0.1,0.0,0.2,1.3,1.0,0.7,1.0,3.4,0.2,0.5,1
104,Toby Alderweireld,30,Tottenham,32,D(CR),33,2958,2,0.3,59.9,81.7,0.1,4.3,0.1,6.82,0,2,7,0,0.5,2.2,0,0.0,0.1,0.0,0.2,0.3,1.2,0.9,0.5,0.2,5.2,0.4,1.0,1
105,Enda Stevens,163,Sheff Utd,31,"D(CL),M(L)",38,3347,4,0.9,38.7,74.9,0.5,1.8,0.1,6.82,0,2,7,0,0.6,0.8,0,1.6,0.5,0.1,1.1,1.4,2.1,0.9,1.0,0.1,1.6,1.4,0.2,0
106,Rúben Neves,161,Wolves,24,DMC,35,3060,2,0.8,53.2,80.1,0.2,5.8,0.1,6.82,3,2,9,0,1.6,0.8,1,0.6,0.4,0.0,0.3,0.4,1.6,1.5,0.8,0.0,0.8,1.4,0.2,0
107,Oliver Norwood,163,Sheff Utd,30,M(C),37,3101,1,1.3,52.8,82.3,1.4,6.1,0.0,6.82,1,1,8,0,0.4,1.2,2,0.2,0.4,0.0,0.1,0.5,1.7,1.2,0.8,0.0,1.0,1.8,0.3,0
108,Christian Benteke,162,Crystal Palace,30,FW,13,1259,1,0.8,14.0,54.3,0.0,0.3,0.1,6.81,11,2,4,1,1.7,6.0,0,0.8,0.8,0.5,1.0,2.0,0.4,0.2,1.0,0.0,1.2,0.4,0.2,0
109,Georginio Wijnaldum,26,Liverpool,30,M(CLR),35,2948,0,0.5,43.9,90.8,0.0,1.1,0.0,6.81,2,4,0,0,1.0,0.8,0,1.1,0.9,0.0,0.8,1.2,1.0,0.5,0.4,0.1,0.9,0.8,0.1,0
110,James McArthur,162,Crystal Palace,34,M(CLR),37,3105,3,0.9,38.6,78.5,0.2,1.7,0.0,6.81,0,0,6,0,0.8,1.2,0,0.8,0.9,0.1,1.1,1.5,2.4,1.6,1.5,0.0,1.3,1.9,0.5,0
111,Jonny,161,Wolves,27,"D(CLR),M(L)",33,2891,2,0.7,31.1,81.3,0.3,0.6,0.0,6.81,2,2,4,0,0.5,1.0,1,0.9,0.8,0.1,1.0,1.5,2.6,1.5,1.0,0.0,0.8,1.5,0.3,0
112,David McGoldrick,163,Sheff Utd,33,"AM(CLR),FW",22,1825,2,0.6,21.8,74.9,0.1,0.6,0.0,6.81,6,2,2,0,1.6,3.0,1,1.1,0.6,0.4,1.0,2.2,1.5,0.1,1.1,0.0,0.8,0.5,0.1,0
113,Nicolás Otamendi,167,Man City,33,D(C),18,1711,0,0.2,63.9,92.4,0.0,2.5,0.0,6.8,6,2,3,0,0.6,2.5,0,0.1,0.1,0.0,0.1,0.5,1.2,0.9,0.9,0.5,3.0,0.7,0.4,0
114,Ryan Fredericks,29,West Ham,29,"D(R),M(R)",25,2237,3,0.8,31.7,74.1,0.6,1.1,0.0,6.8,2,0,7,0,0.1,1.3,1,0.4,0.8,0.0,0.4,0.7,3.0,0.9,0.9,0.3,2.4,0.9,0.4,0
115,Adam Webster,211,Brighton,26,D(C),31,2670,1,0.4,60.6,83.1,0.1,3.7,0.0,6.79,0,3,4,0,0.5,3.6,0,0.5,0.6,0.0,0.2,0.6,1.0,1.5,0.4,0.4,3.5,0.6,0.8,1
116,Robert Snodgrass,29,West Ham,34,M(CLR),17,1513,5,1.4,21.0,77.8,1.6,0.7,0.0,6.79,7,5,4,0,0.9,0.6,1,0.8,1.3,0.2,1.0,0.7,1.2,0.2,0.8,0.0,0.5,1.3,0.0,0
117,Jan Vertonghen,30,Tottenham,34,D(CL),19,1647,1,0.1,47.9,82.8,0.0,1.7,0.0,6.79,4,1,2,0,0.2,2.6,1,0.2,0.7,0.0,0.3,0.4,1.7,1.4,0.3,0.3,2.9,0.5,0.4,0
118,Ashley Westwood,184,Burnley,31,DMC,35,3150,6,1.5,49.7,78.7,1.1,3.3,0.1,6.79,0,2,9,0,0.4,0.5,1,0.2,0.9,0.0,0.3,0.8,1.5,0.9,0.9,0.0,0.7,0.9,0.3,0
119,George Baldock,163,Sheff Utd,28,"D(CR),M(R)",38,3420,3,0.6,29.4,75.9,1.0,0.6,0.0,6.79,0,2,7,0,0.3,1.0,0,1.1,1.2,0.3,0.6,1.1,1.6,0.9,1.2,0.1,1.8,0.5,0.1,0
120,Granit Xhaka,13,Arsenal,29,"D(L),M(C)",30,2591,2,0.5,61.4,88.1,0.1,4.1,0.0,6.78,1,1,10,0,0.4,1.5,0,0.8,1.0,0.0,0.4,0.9,1.5,0.7,1.8,0.1,1.8,1.0,0.5,0
121,Joe Gomez,26,Liverpool,24,D(CLR),22,2000,0,0.2,71.0,88.0,0.1,3.7,0.0,6.78,6,0,7,0,0.0,2.5,0,0.3,0.5,0.0,0.1,0.5,0.8,1.4,0.8,0.6,2.1,0.4,0.3,0
122,Antonio Rüdiger,15,Chelsea,28,D(CR),19,1711,0,0.3,74.6,86.8,0.1,5.7,0.0,6.77,1,2,3,0,0.6,2.9,1,0.2,0.4,0.0,0.2,0.3,1.4,0.8,1.0,0.3,2.8,0.5,0.5,1
123,Nick Pope,184,Burnley,29,GK,38,3420,0,0.1,26.5,37.6,0.0,7.3,0.0,6.77,0,0,1,0,0.0,0.6,4,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0
124,Ayoze Pérez,14,Leicester,28,"AM(CLR),FW",26,2020,4,0.8,22.2,79.7,0.2,0.3,0.1,6.77,7,8,0,0,1.4,0.8,0,1.1,0.9,0.2,1.8,1.9,1.4,0.4,0.9,0.0,0.2,1.4,0.0,0
125,Mason Holgate,31,Everton,24,"D(CR),M(R)",24,2084,3,0.1,39.2,84.2,0.0,4.2,0.1,6.77,3,0,5,0,0.4,1.6,2,0.4,0.9,0.0,0.2,0.3,1.6,1.3,0.6,0.3,3.5,0.4,0.5,0
126,Joshua King,183,Bournemouth,29,"AM(CLR),FW",24,2020,4,1.2,19.2,72.3,0.2,0.2,0.0,6.76,2,6,0,0,1.0,2.3,1,2.0,1.0,0.3,2.1,3.0,0.6,0.3,1.4,0.0,0.3,0.5,0.1,0
127,Harvey Barnes,14,Leicester,23,AM(CL),24,2094,8,1.0,19.4,79.5,0.1,0.3,0.1,6.76,12,6,0,0,1.7,0.8,1,1.2,0.8,0.1,0.6,1.6,0.4,0.2,0.6,0.0,0.1,0.5,0.1,0
128,Diogo Jota,161,Wolves,24,"AM(CLR),FW",27,2298,1,0.9,24.8,79.8,0.3,0.7,0.0,6.76,7,7,4,0,2.0,0.9,3,1.9,1.8,0.1,1.6,2.4,0.8,0.3,1.2,0.0,0.3,1.1,0.0,0
129,Wesley,24,Aston Villa,24,FW,21,1790,1,0.5,17.6,71.8,0.0,0.6,0.0,6.76,0,5,3,0,1.7,3.3,1,0.6,0.7,0.7,0.9,2.8,0.7,0.2,2.0,0.0,1.1,0.2,0.1,0
130,Patrick van Aanholt,162,Crystal Palace,31,"D(L),M(L)",29,2511,2,1.1,41.9,81.2,1.1,1.0,0.0,6.76,0,3,0,0,0.9,0.6,2,0.6,0.3,0.1,0.5,1.1,1.5,1.6,0.3,0.1,1.5,0.9,0.3,1
131,Fabian Schär,23,Newcastle,29,D(C),18,1634,0,0.2,34.6,74.8,0.0,4.3,0.0,6.75,4,2,5,0,0.9,1.5,1,0.7,1.1,0.1,0.2,0.6,1.8,2.1,1.3,0.3,3.3,1.0,0.8,0
132,Nathan Aké,183,Bournemouth,26,"D(CL),DMC",29,2505,2,0.2,41.7,87.6,0.0,1.8,0.0,6.75,0,2,2,0,0.9,2.1,0,0.1,0.4,0.1,0.2,0.3,1.1,1.2,0.3,0.7,5.1,0.3,1.0,0
133,Andreas Christensen,15,Chelsea,25,"D(C),DMC",21,1754,0,0.2,62.2,91.4,0.0,2.5,0.1,6.75,0,0,5,0,0.3,3.3,0,0.2,0.5,0.0,0.0,0.2,1.8,1.4,0.8,0.4,2.7,0.3,0.4,0
134,Angelo Ogbonna,29,West Ham,33,D(C),31,2787,0,0.1,31.5,76.2,0.0,2.5,0.0,6.74,0,2,4,0,0.4,3.3,0,0.2,0.5,0.0,0.1,0.3,1.2,0.9,0.7,0.8,4.2,0.5,1.0,1
135,Mason Greenwood,32,Man Utd,20,"AM(R),FW",12,1313,1,0.5,16.0,86.3,0.0,0.6,0.0,6.73,19,10,0,0,1.3,0.2,1,0.7,0.3,0.1,0.5,0.8,0.5,0.2,0.4,0.0,0.2,0.5,0.0,0
136,Moussa Sissoko,30,Tottenham,32,M(CR),28,2455,1,0.6,43.0,87.5,0.1,1.2,0.0,6.73,1,2,8,0,0.5,0.9,0,1.4,0.6,0.1,0.7,1.3,1.3,0.9,1.5,0.1,1.2,1.0,0.1,0
137,Federico Fernández,23,Newcastle,32,D(C),29,2618,2,0.1,34.7,77.0,0.2,3.1,0.0,6.73,3,2,8,0,0.5,1.9,2,0.3,0.6,0.1,0.1,0.7,1.3,0.8,0.5,0.3,5.8,0.7,0.9,1
138,Kasper Schmeichel,14,Leicester,34,GK,38,3420,0,0.1,27.2,75.4,0.0,6.5,0.0,6.72,0,0,2,0,0.0,0.3,2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0
139,Chris Wood,184,Burnley,29,FW,29,2446,1,0.7,14.4,63.0,0.0,0.1,0.0,6.72,3,14,1,0,2.0,3.8,2,0.2,0.9,1.1,0.9,2.4,0.2,0.1,1.1,0.0,0.6,0.3,0.1,1
140,Martin Dúbravka,23,Newcastle,32,GK,38,3420,0,0.0,25.5,50.6,0.0,7.9,0.0,6.72,0,0,0,0,0.0,0.3,1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0
141,Steve Cook,183,Bournemouth,30,D(C),28,2430,0,0.1,43.8,79.2,0.0,2.7,0.0,6.72,1,1,6,1,0.4,4.0,1,0.1,0.5,0.0,0.1,0.1,0.8,1.5,0.6,0.7,5.2,0.4,0.8,0
142,Dean Henderson,163,Sheff Utd,24,GK,36,3240,0,0.0,25.9,36.8,0.0,7.4,0.0,6.72,0,0,2,0,0.0,0.5,1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0
143,Isaac Hayden,23,Newcastle,26,"D(C),DMC",26,2226,2,0.5,27.6,79.0,0.2,0.6,0.0,6.72,3,1,4,1,0.6,1.7,0,0.9,0.7,0.1,0.6,1.0,1.9,1.3,0.9,0.0,1.1,1.0,0.2,0
144,Craig Dawson,27,Watford,31,D(CR),26,2361,0,0.2,32.3,77.5,0.0,3.0,0.0,6.72,3,2,6,0,0.9,3.5,1,0.1,0.4,0.0,0.1,0.5,1.0,1.2,1.1,0.6,3.8,0.5,1.1,0
145,Ismaila Sarr,27,Watford,23,"AM(LR),FW",22,2030,4,0.9,17.6,81.5,0.6,0.3,0.0,6.71,6,5,1,0,1.6,0.7,2,1.7,1.7,0.5,2.0,2.7,0.4,0.6,0.8,0.0,0.2,0.6,0.0,0
146,Yves Bissouma,211,Brighton,25,M(C),15,1263,0,0.2,28.1,85.0,0.0,1.6,0.0,6.71,7,1,4,0,0.7,0.8,1,1.5,0.7,0.0,1.1,1.5,2.2,1.0,1.4,0.0,1.0,1.0,0.1,0
147,Alex McCarthy,18,Southampton,31,GK,28,2520,0,0.0,26.6,51.5,0.0,7.2,0.0,6.71,0,0,0,0,0.0,0.6,2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0
148,Victor Lindelöf,32,Man Utd,27,D(CR),35,3124,0,0.1,59.8,86.5,0.0,2.1,0.0,6.71,0,1,6,0,0.2,2.7,0,0.1,0.2,0.0,0.1,0.4,0.8,0.7,0.6,0.6,3.5,0.1,0.5,1
149,Tanguy Ndombele,30,Tottenham,24,M(C),12,1011,2,0.6,30.1,85.6,0.1,0.9,0.0,6.71,9,2,3,0,0.4,0.3,1,1.8,1.4,0.0,1.1,1.1,1.1,0.7,0.7,0.0,0.3,0.6,0.1,0
150,Jefferson Lerma,183,Bournemouth,26,"D(R),DMC",31,2709,2,0.4,42.4,78.7,0.0,2.9,0.0,6.7,2,1,11,1,0.9,1.7,0,0.8,1.1,0.0,0.5,0.9,1.6,1.7,1.3,0.0,1.5,0.8,0.4,0
151,Ilkay Gündogan,167,Man City,30,M(C),21,2017,1,1.1,63.0,91.9,0.3,3.4,0.0,6.7,10,2,7,0,1.1,0.4,0,0.6,0.5,0.1,0.4,0.5,0.9,1.0,0.5,0.0,0.4,1.0,0.2,0
152,John Lundstram,163,Sheff Utd,27,DMC,26,2456,3,0.6,34.6,82.7,0.3,2.5,0.1,6.7,8,5,5,0,1.3,0.7,1,0.5,0.4,0.2,0.4,1.2,1.4,1.0,0.8,0.1,1.3,1.3,0.1,0
153,Christian Kabasele,27,Watford,30,D(C),26,2253,2,0.2,24.8,72.7,0.0,2.2,0.0,6.7,1,0,1,2,0.3,2.3,1,0.3,0.5,0.0,0.2,0.4,1.4,1.3,0.8,0.8,4.6,0.6,0.9,0
154,Miguel Almirón,23,Newcastle,27,"AM(CLR),FW",35,3034,2,0.9,23.0,80.2,0.2,0.6,0.1,6.7,1,4,5,0,1.6,0.3,2,1.3,1.6,0.7,1.0,2.2,1.7,0.9,0.8,0.0,0.4,0.9,0.0,0
155,Jamaal Lascelles,23,Newcastle,27,D(C),24,2079,0,0.1,35.3,79.8,0.0,2.2,0.0,6.7,0,1,5,0,0.4,3.1,1,0.2,0.8,0.1,0.2,0.3,0.6,1.2,0.9,0.4,4.8,0.2,0.8,0
156,Conor Hourihane,24,Aston Villa,30,M(C),18,1539,5,1.4,22.7,82.7,1.0,0.7,0.0,6.69,9,3,4,0,1.1,0.5,2,0.1,0.8,0.1,0.3,0.4,0.6,0.3,0.5,0.0,1.0,0.6,0.1,0
157,Aaron Ramsdale,183,Bournemouth,23,GK,37,3330,1,0.1,25.5,52.0,0.0,5.5,0.0,6.69,0,0,0,0,0.0,0.3,1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.1,0.0,0.0,0
158,Mattéo Guendouzi,13,Arsenal,22,M(C),19,1748,1,0.5,48.0,88.4,0.0,2.9,0.1,6.69,5,0,6,0,0.5,0.5,0,1.0,2.0,0.0,0.9,0.8,1.3,1.2,0.7,0.0,1.4,1.2,0.3,0
159,Gary Cahill,162,Crystal Palace,35,D(C),25,2168,1,0.1,40.2,84.9,0.0,2.9,0.0,6.69,0,0,1,0,0.8,3.5,0,0.2,0.5,0.0,0.2,0.5,0.6,0.7,0.6,0.2,4.4,0.3,1.0,0
160,Vicente Guaita,162,Crystal Palace,34,GK,35,3150,0,0.0,25.3,49.5,0.0,6.3,0.0,6.69,0,0,1,0,0.0,0.5,2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1
161,Leander Dendoncker,161,Wolves,26,"D(C),DMC",32,2795,0,0.2,34.8,83.3,0.1,1.7,0.0,6.68,6,4,5,0,0.5,2.5,1,0.4,0.2,0.0,0.3,0.8,1.8,1.0,0.8,0.1,1.6,1.0,0.3,1
162,Luka Milivojevic,162,Crystal Palace,30,DMC,28,2514,1,0.9,46.2,82.0,1.0,3.4,0.0,6.67,3,3,12,0,1.0,1.1,2,0.2,0.9,0.0,0.4,0.8,2.0,1.4,1.6,0.0,1.2,1.6,0.2,0
163,Joelinton,23,Newcastle,25,"AM(LR),FW",32,2699,2,0.8,21.6,76.7,0.1,0.3,0.1,6.67,6,2,7,0,1.3,4.6,0,1.1,1.1,0.5,1.6,3.5,0.9,0.3,0.8,0.0,0.8,0.6,0.2,0
164,Mark Noble,29,West Ham,34,M(C),32,2686,3,1.3,45.6,82.8,0.4,3.4,0.1,6.67,1,4,5,0,0.5,0.5,1,0.8,0.9,0.0,0.9,1.3,1.6,0.6,0.8,0.0,0.3,1.3,0.2,0
165,Abdoulaye Doucouré,27,Watford,28,M(C),36,3167,2,1.0,45.4,78.4,0.1,1.1,0.0,6.67,1,4,9,0,1.6,1.5,1,1.1,0.4,0.2,0.8,1.6,1.7,0.8,1.4,0.0,0.8,1.1,0.2,1
166,Cheikhou Kouyaté,162,Crystal Palace,31,"D(CR),DMC",29,2538,1,0.3,24.3,73.9,0.1,0.7,0.0,6.67,6,1,4,0,0.7,2.6,0,0.5,0.8,0.1,0.7,1.3,1.9,1.2,0.9,0.0,1.6,0.6,0.3,0
167,Shane Long,18,Southampton,34,"AM(R),FW",15,1399,2,0.8,14.7,54.1,0.1,0.1,0.0,6.67,11,2,0,0,1.3,4.3,0,0.2,1.0,0.5,0.8,2.2,0.7,0.2,1.2,0.1,0.6,0.5,0.0,0
168,Aaron Mooy,211,Brighton,31,M(CLR),25,2090,2,1.3,31.3,81.4,0.7,1.4,0.1,6.67,6,2,1,1,1.1,0.5,4,1.2,0.4,0.0,1.4,1.4,1.2,0.7,0.4,0.0,0.9,1.1,0.2,0
169,Mat Ryan,211,Brighton,29,GK,38,3420,0,0.0,32.1,79.2,0.0,6.8,0.0,6.67,0,0,0,0,0.0,0.3,0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.6,0.1,0.0,0
170,Davinson Sánchez,30,Tottenham,25,D(C),27,2432,0,0.0,53.2,85.9,0.0,2.2,0.0,6.66,2,0,6,0,0.2,1.8,0,0.3,0.4,0.0,0.2,0.4,1.5,1.2,0.9,0.3,4.2,0.8,1.0,0
171,Joel Ward,162,Crystal Palace,31,"D(LR),DMC,M(R)",27,2383,0,0.2,33.1,71.2,0.2,1.5,0.0,6.66,2,0,4,0,0.2,1.8,0,0.3,1.0,0.0,0.4,0.7,2.4,1.7,0.8,0.2,2.8,0.6,0.2,0
172,Stuart Armstrong,18,Southampton,29,AM(CLR),19,1716,3,0.6,19.3,77.0,0.2,0.4,0.1,6.66,11,5,4,0,1.5,0.5,1,1.0,0.7,0.1,0.8,1.8,1.1,0.4,0.8,0.0,0.7,1.0,0.1,0
173,Neal Maupay,211,Brighton,25,"AM(C),FW",30,2770,3,0.7,18.1,79.6,0.1,0.4,0.0,6.66,7,10,3,0,2.6,0.7,1,0.6,1.2,0.4,1.5,2.1,0.5,0.1,1.0,0.0,0.2,0.5,0.0,0
174,Adam Masina,27,Watford,27,"D(L),M(L)",20,1819,0,0.4,26.8,63.3,0.5,1.8,0.0,6.66,6,1,3,0,0.6,2.6,0,0.3,0.5,0.1,0.5,0.6,1.5,1.1,1.0,0.2,2.3,0.9,0.5,0
175,Gylfi Sigurdsson,31,Everton,32,"M(CLR),FW",28,2595,3,1.5,29.1,83.4,1.1,1.3,0.0,6.65,7,2,3,0,1.3,0.4,0,0.5,0.7,0.1,0.7,1.2,1.4,1.1,1.0,0.0,0.4,1.5,0.1,0
176,Pascal Groß,211,Brighton,30,"M(CR),FW",22,1804,4,2.0,31.0,79.5,1.6,1.4,0.1,6.65,7,2,4,0,1.0,0.6,0,0.2,0.4,0.3,0.7,1.2,1.2,0.3,0.8,0.0,0.2,0.9,0.1,1
177,Bukayo Saka,13,Arsenal,20,"D(L),M(CLR)",19,1755,5,0.8,26.0,81.5,0.3,0.7,0.1,6.65,7,1,6,0,0.5,0.3,0,1.2,1.1,0.4,0.8,1.6,1.4,0.5,0.8,0.3,0.4,0.7,0.1,0
178,Davy Pröpper,211,Brighton,30,M(C),32,2830,2,0.8,51.0,84.2,0.1,2.0,0.0,6.65,3,1,4,0,0.8,0.8,1,1.3,0.5,0.0,0.7,1.7,1.8,1.1,0.9,0.0,0.9,1.5,0.2,0
179,Dale Stephens,211,Brighton,32,M(C),28,2529,1,0.6,50.8,85.7,0.0,3.3,0.1,6.65,5,0,8,0,0.6,0.6,0,0.3,0.2,0.0,0.4,0.6,2.2,1.8,1.3,0.0,1.2,1.5,0.3,0
180,Erik Pieters,184,Burnley,33,"D(L),M(L)",21,1880,4,0.8,31.0,72.1,0.5,1.2,0.1,6.65,3,0,2,0,0.6,1.4,0,0.2,0.8,0.0,0.3,1.0,2.3,1.2,0.9,0.1,2.0,1.7,0.2,0
181,Kenny McLean,168,Norwich,29,M(C),32,2966,1,0.6,45.4,79.4,0.3,2.2,0.1,6.64,5,1,5,0,0.8,2.6,0,0.8,1.6,0.0,1.0,1.4,1.2,1.0,0.6,0.1,1.7,0.8,0.2,0
182,Erik Lamela,30,Tottenham,29,AM(CLR),12,1212,1,0.7,21.6,83.7,0.3,0.7,0.1,6.64,13,2,3,0,1.2,0.2,0,1.2,1.0,0.0,1.7,1.0,1.0,0.3,1.2,0.0,0.4,0.8,0.1,0
183,Craig Cathcart,27,Watford,32,D(CR),28,2490,0,0.1,31.5,80.6,0.0,2.3,0.0,6.63,1,0,7,0,0.1,2.3,0,0.1,0.1,0.0,0.1,0.3,1.4,0.9,0.4,0.6,4.6,0.5,0.6,0
184,Ainsley Maitland-Niles,13,Arsenal,24,"D(LR),M(CLR)",15,1383,2,0.6,42.0,81.9,0.3,1.8,0.0,6.63,5,0,4,1,0.2,0.9,1,1.0,0.7,0.0,0.9,0.9,2.1,1.4,0.8,0.2,1.6,1.1,0.2,0
185,Kelechi Iheanacho,14,Leicester,25,"AM(C),FW",12,963,3,0.8,13.4,80.9,0.0,0.3,0.1,6.63,8,5,1,0,1.8,0.2,0,0.8,0.7,0.5,1.1,2.6,0.2,0.2,1.2,0.0,0.4,0.4,0.1,0
186,Alex Oxlade Chamberlain,26,Liverpool,28,M(CLR),17,1493,1,0.6,23.4,83.2,0.2,1.4,0.0,6.63,13,4,1,0,1.3,0.5,1,1.0,0.5,0.1,0.8,1.5,0.6,0.7,0.6,0.0,0.3,0.5,0.0,1
187,Tyrone Mings,24,Aston Villa,28,D(CL),33,2903,2,0.2,41.9,78.0,0.0,3.5,0.0,6.63,0,2,7,0,0.2,2.0,0,0.4,0.3,0.1,0.2,0.3,0.5,0.9,0.6,0.5,5.7,0.1,1.5,0
188,Douglas Luiz,24,Aston Villa,23,M(C),28,2608,2,0.5,33.6,82.6,0.2,2.6,0.0,6.63,8,3,8,0,1.1,0.8,0,0.9,1.0,0.0,0.6,1.1,1.3,1.0,1.4,0.0,1.3,1.3,0.4,0
189,Rui Patrício,161,Wolves,33,GK,38,3420,0,0.0,19.4,59.9,0.0,7.3,0.0,6.63,0,0,0,0,0.0,0.3,0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.1,0.0,0
190,Will Hughes,27,Watford,26,M(CLR),27,2263,1,0.8,28.0,78.3,0.7,0.4,0.0,6.63,3,1,9,0,0.9,0.8,1,0.8,1.5,0.0,1.1,1.5,2.5,1.2,1.8,0.0,0.9,1.4,0.3,0
191,Issa Diop,29,West Ham,24,D(C),31,2766,1,0.2,30.4,78.0,0.0,1.5,0.0,6.62,1,3,8,0,0.5,2.5,0,0.2,0.3,0.0,0.2,0.3,0.8,1.5,1.0,1.0,5.1,0.3,0.7,0
192,Giovani Lo Celso,30,Tottenham,25,"M(CR),FW",15,1489,2,1.0,34.5,85.0,0.4,1.5,0.1,6.62,13,0,6,0,0.6,0.3,0,1.1,1.6,0.0,1.1,1.5,1.8,0.3,1.0,0.0,0.6,1.7,0.1,0
193,Alisson,26,Liverpool,29,GK,29,2545,1,0.0,27.8,84.6,0.0,4.0,0.0,6.62,0,0,0,1,0.0,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0
194,Lukasz Fabianski,29,West Ham,36,GK,25,2119,0,0.0,22.9,50.9,0.0,8.0,0.0,6.62,0,0,1,0,0.0,0.5,0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.1,0.0,0
195,Ederson,167,Man City,28,GK,35,3072,0,0.0,25.7,86.0,0.0,3.5,0.0,6.62,0,0,3,1,0.0,0.4,0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.7,0.1,0.0,0
196,Aaron Cresswell,29,West Ham,31,"D(CL),M(L)",31,2730,0,0.8,40.4,74.6,0.8,2.2,0.0,6.62,0,3,7,0,0.5,1.5,0,0.4,0.5,0.1,0.3,0.6,1.4,1.1,0.5,0.4,1.9,0.7,0.3,0
197,Tim Krul,168,Norwich,33,GK,36,3240,0,0.0,38.4,64.2,0.0,6.9,0.0,6.61,0,0,4,0,0.0,0.5,3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,1
198,Daniel James,32,Man Utd,23,"AM(LR),FW",26,2292,6,0.8,21.2,78.7,0.5,0.4,0.1,6.61,7,3,4,0,1.3,0.2,1,0.8,1.7,0.1,0.9,1.4,0.6,0.2,0.4,0.0,0.2,1.2,0.1,0
199,Jack Cork,184,Burnley,32,DMC,30,2618,0,0.4,30.8,77.9,0.0,1.6,0.0,6.61,0,0,1,0,0.6,1.9,0,0.9,0.8,0.0,1.2,1.5,1.2,0.9,1.1,0.0,1.5,1.7,0.4,0
200,Jack Stephens,18,Southampton,27,D(CR),27,2453,3,0.3,45.6,72.4,0.0,3.6,0.1,6.6,1,1,4,1,0.2,1.8,1,0.3,0.5,0.0,0.1,0.6,1.6,1.1,0.5,0.5,4.1,0.8,0.8,0
201,Ryan Bertrand,18,Southampton,32,"D(CL),M(L)",31,2744,1,0.9,38.4,76.0,1.1,1.3,0.1,6.6,1,1,3,1,0.6,1.8,0,0.3,1.0,0.0,0.7,1.4,1.5,1.2,0.8,0.2,0.9,1.0,0.4,0
202,Trézéguet,24,Aston Villa,27,AM(LR),20,1951,1,0.6,10.7,75.2,0.3,0.3,0.0,6.59,14,6,2,1,1.5,0.9,2,0.9,0.9,0.2,0.6,2.1,1.1,0.7,1.0,0.0,0.4,1.0,0.1,0
203,Séamus Coleman,31,Everton,33,"D(CR),M(R)",21,1839,1,0.3,30.5,78.0,0.1,1.2,0.0,6.59,6,0,3,1,0.3,1.1,0,1.4,0.7,0.0,0.5,1.3,1.6,0.9,0.7,0.3,1.3,0.2,0.3,0
204,Javier Manquillo,23,Newcastle,27,"D(LR),M(R)",18,1602,1,0.2,22.6,75.4,0.2,0.8,0.0,6.59,3,0,5,0,0.0,0.8,0,0.6,0.5,0.0,0.1,0.9,1.9,0.9,0.9,0.1,2.3,0.7,0.1,0
205,Todd Cantwell,168,Norwich,23,AM(LR),30,2504,2,0.9,28.8,81.9,0.0,0.8,0.0,6.59,7,6,6,0,1.1,0.5,0,1.3,1.8,0.1,1.3,2.1,1.4,0.5,0.9,0.0,0.8,1.3,0.1,0
206,Jay Rodriguez,184,Burnley,32,"AM(CLR),FW",20,2011,1,0.2,12.9,69.8,0.0,0.2,0.0,6.59,16,8,1,0,1.9,2.2,0,0.5,0.4,0.6,1.2,1.7,0.8,0.1,0.7,0.0,0.3,0.7,0.2,0
207,David Luiz,13,Arsenal,34,"D(C),DMC",32,2811,1,0.1,54.5,85.1,0.1,4.9,0.1,6.58,1,2,5,2,0.7,1.6,1,0.2,0.4,0.0,0.2,0.5,0.8,1.0,0.9,0.5,3.8,0.3,1.1,0
208,Tom Heaton,24,Aston Villa,35,GK,20,1795,0,0.0,26.4,52.2,0.0,6.0,0.0,6.57,0,0,0,0,0.0,0.4,0,0.0,0.1,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.6,0.1,0.0,1
