,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,sub,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
46,Toby Alderweireld,30,Tottenham,32,D(CR),38,3420,2,0.3,54.6,80.5,0.1,6.3,0,7.16,0,4,3,0,1.1,1.6,1,0.2,0.1,0,0.2,0.2,1.2,1.7,0.2,1.2,7.5,0.4,0.9,0
47,Simon Francis,183,Bournemouth,36,D(CR),38,3387,4,0.9,55.4,79.2,0.7,4.7,0,7.16,0,0,5,1,0.2,2.8,1,0.8,0.3,0.1,0.5,0.4,2.8,2.3,0.9,0.5,5.4,0.8,0.6,0
48,Romelu Lukaku,31,Everton,28,"AM(R),FW",36,3177,6,1.4,29.7,72.6,0.2,0.6,0.1,7.16,1,18,3,0,3.2,2.5,4,1.1,0.7,0.4,2.5,2.2,0.4,0,0.8,0,0.1,0.2,0.1,0
49,Robbie Brady,168,Norwich,29,"D(L),M(CLR)",34,2988,2,1.5,31.6,70.5,1.7,2.1,0,7.15,2,3,3,0,1.5,1.2,4,1.4,0.5,0.1,1,1.1,2.8,1.6,1.1,0.2,2.4,1,0.1,0
50,Robert Huth,14,Leicester,37,D(C),35,3150,0,0.1,23.1,71.6,0,1,0,7.15,0,3,8,0,0.8,3.3,1,0.1,0.5,0.1,0.1,0.2,1.2,2.2,1,0.5,7.4,0.3,1,0
51,Erik Lamela,30,Tottenham,29,AM(CLR),28,2385,9,2.2,29,78.6,1.1,0.6,0.3,7.15,6,5,9,0,1.7,0.4,2,1.2,1,0.4,2.1,1.9,2.4,0.8,1.9,0,0.1,1.5,0.1,0
52,Mark Noble,29,West Ham,34,M(C),37,3205,4,1.4,52,86.4,0.2,4.1,0,7.15,0,7,8,1,0.9,0.5,3,0.8,1.5,0.2,1.1,1,2.8,2.2,1,0,0.5,1.9,0.3,0
53,Nathan Aké,27,Watford,26,"D(CL),DMC",20,1875,0,0.4,25.4,72.7,0.2,1.3,0,7.15,4,1,4,1,0.7,1.5,1,0.4,0.5,0,0.1,0.8,3.3,3.2,1.2,0.3,3,0.6,0.3,0
54,Sadio Mané,18,Southampton,29,"AM(CLR),FW",30,2608,6,1.1,26.1,80.8,0.4,0.8,0.1,7.14,7,11,4,2,2.3,0.8,4,2.1,1.9,0.7,1.6,2.6,1.5,0.9,1.2,0.1,0.4,0.5,0.1,0
55,Daley Blind,32,Man Utd,31,"D(CL),DMC,M(L)",35,3117,1,0.7,58,83.7,0.9,4.9,0,7.14,0,1,2,0,0.1,1,3,0.6,0.4,0,0.3,0.5,2.7,2.3,0.8,0.5,3.4,0.8,0.6,0
56,Yannick Bolasie,162,Crystal Palace,32,"AM(LR),FW",23,2077,3,0.9,19.5,72.5,1,0.5,0,7.14,3,5,2,0,2.2,0.8,2,2.9,1.3,0.7,1.7,2.2,1,0.4,1,0,1,0.9,0.2,0
57,Cesc Fàbregas,15,Chelsea,34,"M(CL),FW",33,2899,7,1.8,76.5,84,0.6,5,0.4,7.14,4,5,5,0,1.2,0.6,2,0.6,1.1,0.1,0.8,0.7,2.8,0.6,1,0,0.5,2,0.2,0
58,Aleksandar Kolarov,167,Man City,35,"D(CL),M(L)",25,2282,3,1.3,46.9,78.7,1.4,2.2,0,7.14,4,3,3,0,1.3,1.6,1,0.8,1.1,0.1,0.5,0.8,1.2,1.6,0.7,0.2,2.4,0.7,0.3,0
59,Danny Simpson,14,Leicester,34,D(R),30,2613,0,0.2,29,71.6,0.2,1.8,0,7.13,0,0,3,1,0.2,2,1,0.3,0.4,0,0.3,0.4,1.7,3.1,1,0.3,4.2,0.7,0.6,0
60,Bacary Sagna,167,Man City,38,D(CR),27,2448,3,1,56.7,82.7,0.7,1.9,0,7.12,1,0,4,0,0.2,3.1,1,0.2,0.5,0,0.4,0.5,1.8,1.8,0.6,0.4,3.5,0.7,0.3,0
61,Patrick van Aanholt,16,Sunderland,31,"D(L),M(L)",33,2970,3,0.9,32.4,77.4,0.4,1.4,0,7.11,0,4,2,0,1.4,0.4,1,1.4,0.4,0.1,0.8,0.8,2.6,1.9,0.5,0.1,3.1,1.2,0.3,0
62,Eden Hazard,15,Chelsea,30,"M(CLR),FW",25,2192,3,2.1,45.7,86,0.3,2.4,0.1,7.11,6,4,2,0,1.2,0.4,5,2.9,2.3,0.3,1.5,1.7,0.7,0.4,0.5,0,0.1,0.5,0,0
63,Francis Coquelin,13,Arsenal,30,M(CLR),21,1647,0,0.2,42.9,89.1,0.1,2.2,0,7.10,5,0,5,1,0.3,0.7,1,1.2,0.9,0,0.7,0.5,2.8,3,0.9,0,0.8,0.8,0.3,0
64,Yann M'Vila,16,Sunderland,31,M(C),36,3189,4,1.2,45.3,81.4,0.5,2.8,0.1,7.10,1,1,1,0,0.8,1.2,2,0.4,1.2,0,0.7,0.5,2.7,2.3,0.5,0.1,3,1.4,0.2,0
65,Lucas Leiva,26,Liverpool,34,"D(C),M(C)",21,1953,1,0.8,55,83.4,0,3.1,0.1,7.08,6,0,8,0,0.3,2.3,1,0.5,0.7,0,0.7,0.5,4,1.9,1.8,0.1,1,1.4,0.3,0
66,Diego Costa,15,Chelsea,33,FW,27,2379,6,1.1,29.4,77.8,0,0.6,0,7.08,1,12,8,0,2.4,1.5,2,1.4,1.8,1.2,2.5,2.9,0.8,0.2,1.5,0,0.9,0.5,0.1,0
67,Graziano Pellè,18,Southampton,36,FW,23,2174,6,1.2,29,66.1,0.1,1,0,7.08,7,11,6,0,2.7,3.7,4,0.2,0.9,0.5,2.1,1.9,0.5,0.3,1.3,0,1,0.1,0,0
68,Adam Lallana,26,Liverpool,33,AM(CLR),23,2113,6,1.7,33,82.4,0.4,0.8,0.2,7.08,7,4,2,0,1.5,0.8,1,1.4,1,0.5,1.9,1.6,2,0.7,0.9,0,1.2,1.1,0.1,0
69,Wes Morgan,14,Leicester,37,D(C),38,3420,0,0.1,21.5,74.4,0,1.2,0,7.07,0,2,3,0,0.6,2.4,1,0.3,0.4,0,0.1,0.3,1.3,2.5,0.7,0.7,5.7,0.2,1.1,0
70,Mamadou Sakho,26,Liverpool,31,D(C),21,1855,0,0.2,56.5,87.9,0,3.1,0,7.07,1,1,1,0,0.3,3.4,0,0.4,0.6,0,0.5,0.5,1.4,1.7,0.4,0.4,6.2,0.3,1,0
71,Heurelho Gomes,27,Watford,40,GK,38,3397,0,0,25.2,46.4,0,9.1,0,7.07,0,0,4,0,0,0.4,5,0,0.2,0,0,0,0.1,0.1,0.1,0,2,0,0,0
72,Dusan Tadic,18,Southampton,32,"AM(CLR),FW",27,2293,12,2.2,25.6,73.4,1.4,0.8,0.1,7.07,7,7,2,0,1.7,0.3,1,1.1,1,0.3,1.8,1.5,1.1,0.7,0.7,0,0.5,0.7,0.1,0
73,Olivier Giroud,13,Arsenal,35,FW,26,2431,6,0.9,22.1,68.1,0.1,0.2,0.1,7.07,12,16,2,0,2.7,2.7,1,0.3,0.9,0.7,1.2,2.2,0.9,0.3,1.1,0,0.7,0.6,0.1,1
74,Wayne Rooney,32,Man Utd,35,"M(CLR),FW",27,2410,6,1.5,40.9,83.1,0.2,3.7,0.1,7.06,1,8,4,0,2.6,0.9,4,0.9,0.5,0.5,1.9,1.8,1,0.3,1,0,0.5,0.6,0.3,0
75,Eric Dier,30,Tottenham,27,"D(CR),DMC",37,3268,2,0.5,56.3,83.3,0.1,3.2,0.1,7.06,0,3,10,0,0.8,2.4,2,0.2,0.6,0,0.8,0.4,2.1,2.2,1.4,0.1,1.9,0.9,0.6,0
76,Jan Vertonghen,30,Tottenham,34,D(CL),29,2595,0,0.2,50.8,87.7,0.1,3.5,0,7.06,0,0,5,0,0.4,1.9,0,0.4,0.7,0,0.1,0.3,1.7,2.2,0.6,0.8,6,0.2,0.6,1
77,Alberto Moreno,26,Liverpool,29,"D(L),M(L)",28,2548,4,1.9,41.4,81.3,1.1,2.7,0,7.05,4,1,3,0,1.1,0.4,3,0.5,0.7,0.2,0.9,0.6,2.9,2,0.9,0,1.5,1,0.2,0
78,Emre Can,26,Liverpool,27,"D(CLR),DMC",28,2493,0,1.1,59.8,81.3,0,3.7,0.1,7.05,2,1,9,0,1,1.5,1,1.3,1,0.2,1.3,1,2.6,2.1,1.2,0.1,1.4,1.3,0.3,0
79,Marko Arnautovic,96,Stoke,32,"AM(CLR),FW",33,2820,6,1.5,31.8,79.5,0.5,1.1,0.1,7.05,1,11,2,0,2.1,0.2,2,1.8,0.7,0.9,1.3,1.9,1.6,0.8,1.4,0,0.4,0.9,0,0
80,Scott Dann,162,Crystal Palace,34,D(C),35,3150,1,0.3,31.9,75.3,0,3.7,0,7.05,0,5,7,0,0.8,3.3,1,0.3,0.4,0.1,0.1,0.2,1,1.8,0.6,0.3,5.1,0.4,1.3,0
81,Marc Albrighton,14,Leicester,31,M(LR),34,2769,6,1.6,24,63.8,1.4,1.5,0.1,7.05,4,2,4,0,1.1,0.3,0,1.3,0.7,0.1,0.7,1,1.7,1.3,0.6,0,0.5,1.2,0,0
82,Jack Cork,259,Swansea,32,DMC,28,2545,2,0.9,48.9,83.8,0.1,2.3,0.1,7.05,7,1,3,0,0.5,1.7,1,0.9,1.3,0.1,1,0.8,2.2,2.4,0.8,0.1,1.9,0.9,0.3,1
83,Moussa Sissoko,23,Newcastle,32,M(CR),37,3223,7,1.5,37.4,76,1.1,1.1,0.1,7.04,0,1,3,0,1,1.5,4,2.3,0.8,0.1,1.7,1.6,1.5,0.9,1.4,0,1,0.4,0.1,0
84,Steven Davis,18,Southampton,36,M(CLR),31,2612,3,1.6,44.2,83.5,1.1,2.4,0.1,7.04,3,5,4,0,0.6,0.4,1,0.6,0.5,0.1,1.4,1,1.6,1.2,0.6,0,1.1,1.2,0.3,0
85,Gareth Barry,31,Everton,40,M(C),32,2837,1,1,62.4,81.9,0.3,5.6,0.1,7.04,1,0,5,1,0.5,1.7,1,0.5,0.8,0,0.9,0.5,2.9,1.6,1.3,0,2.4,1.3,0.7,0
86,José Fonte,18,Southampton,37,D(C),37,3169,1,0.1,43.8,84,0.1,3.7,0,7.03,0,2,4,1,0.5,2.5,0,0.1,0.3,0,0.2,0.2,1.4,2.2,0.6,0.5,6.1,0.5,0.9,0
87,Pedro,15,Chelsea,34,M(CLR),24,2044,2,1.4,33.4,83.8,0.6,1.4,0,7.03,5,7,3,0,2,0.3,1,1.8,1.6,0.2,1.5,1.6,1.3,0.8,0.8,0,0.2,1,0,0
88,Wilfried Zaha,162,Crystal Palace,28,"AM(LR),FW",30,2497,1,1.2,16.3,76.7,0.8,0.6,0.1,7.03,4,2,5,0,0.9,0.3,2,3.7,2.6,0.2,2.5,2.4,1.4,0.8,1.2,0,0.2,0.4,0,0
89,Steve Cook,183,Bournemouth,30,D(C),36,3196,0,0.2,43.8,81.4,0,4.9,0,7.03,0,4,5,0,0.7,3.4,4,0.1,0.2,0.1,0.1,0.1,0.9,2.3,0.4,1,8.3,0.5,1,0
90,César Azpilicueta,15,Chelsea,32,"D(CLR),M(R)",36,3202,3,0.6,48.6,81.7,0.3,2.8,0,7.03,1,2,7,0,0.3,1.2,1,0.2,0.5,0,0.1,0.6,3.1,2.3,1.1,0.1,2.8,0.8,0.4,0
91,Victor Wanyama,18,Southampton,30,DMC,29,2501,1,0.5,45.1,82.4,0,2.7,0,7.02,1,1,4,3,1,2.1,1,0.8,0.9,0,0.8,0.9,3.1,2.3,1.7,0,2.1,1.2,0.2,0
92,Craig Dawson,175,West Brom,31,D(CR),38,3385,0,0.7,29.4,62.4,0.7,2.2,0,7.02,0,4,3,0,1,3.1,2,0.2,0.7,0.1,0.4,0.8,1.6,2.2,0.7,0.2,4.3,1.1,0.7,1
93,Shane Long,18,Southampton,34,"AM(R),FW",23,2111,4,1.2,21.3,66.4,0.3,0.1,0.1,7.02,5,10,2,0,2.3,2.9,1,0.4,1.4,0.9,1.5,2.3,0.5,0.7,1.5,0,0.8,0.6,0.1,0
94,Etienne Capoue,27,Watford,33,"D(C),M(CL)",33,2822,1,0.7,46.8,79.2,0.2,3.4,0,7.01,0,0,7,0,1.1,1.1,1,1.5,1.7,0.1,1.4,1.3,2.9,2.5,1.6,0,1.4,1.2,0.2,0
95,Philipp Wollscheid,96,Stoke,32,D(C),30,2685,0,0.2,39.4,84.5,0,2.9,0,7.00,1,0,2,0,0.1,2.3,2,0.4,0.6,0,0,0.3,2.4,2.4,0.5,0.5,5.3,0.9,0.6,0
96,James Morrison,175,West Brom,35,M(CR),17,1344,3,0.8,32.9,83.6,0.1,1.9,0.1,7.00,1,3,3,0,1.3,0.3,2,1.2,0.7,0,1.5,1.3,1.4,2.4,0.4,0,0.6,0.9,0.3,0
97,Claudio Yacob,175,West Brom,34,DMC,33,2854,1,0.2,32.1,78.3,0.1,1.8,0,6.99,1,0,8,0,0.3,1.4,2,0.3,1.2,0,0.6,0.4,3.2,3.5,1.8,0.1,1.9,2,0.4,0
98,Chancel Mbemba,23,Newcastle,27,"D(CLR),DMC",33,2924,0,0.1,34.7,76.8,0.1,3.3,0,6.98,0,0,5,0,0.4,1.4,2,0.6,0.4,0,0.2,0.4,2.3,2.8,0.6,0.5,6.9,0.7,0.8,0
99,Federico Fernández,259,Swansea,32,D(C),32,2880,1,0.3,53,84.8,0,2.6,0,6.98,0,1,3,0,0.5,2.7,1,0.1,0.7,0.1,0.1,0.3,1.8,2.5,1,0.8,6.8,0.8,0.7,2
100,Jason Puncheon,162,Crystal Palace,35,M(CLR),31,2625,3,1.9,40,80,1.6,2.1,0,6.98,0,2,3,0,1.7,0.4,1,1.5,0.9,0.2,1.6,1.7,1.7,0.9,1.1,0,0.5,1.5,0.1,0
101,André Ayew,259,Swansea,31,"M(CLR),FW",34,2940,2,0.7,31,81.7,0.1,0.7,0.1,6.98,0,12,5,0,2,1.3,3,0.8,2.3,0.3,2.1,1.5,1.6,0.7,1,0,0.4,1.2,0.1,0
102,Nemanja Matic,15,Chelsea,33,DMC,28,2421,2,0.6,48.7,88.1,0.1,2.2,0,6.98,5,2,4,1,1,1.1,0,1.2,0.5,0.1,1.1,0.8,2.5,2,1.2,0,1.4,1,0.3,0
103,Vito Mannone,16,Sunderland,33,GK,19,1710,0,0,29.4,39.9,0,7.8,0,6.97,0,0,2,0,0,0.4,0,0,0.2,0,0,0,0,0,0,0,1.2,0.1,0,0
104,Dejan Lovren,26,Liverpool,32,D(C),22,1898,0,0.3,43.8,84.6,0,3.3,0,6.97,2,0,2,0,0.9,3.3,1,0,0.5,0,0,0.3,1.4,1.5,1,0.4,6.4,0.6,0.6,0
105,Erik Pieters,96,Stoke,33,"D(L),M(L)",35,3098,1,0.5,43,77.7,0.4,1.7,0,6.97,0,0,10,0,0.1,1.4,2,0.2,1.4,0,0.4,0.8,3.3,2.7,1.7,0.3,2.7,1.1,0.5,0
106,Gareth McAuley,175,West Brom,41,D(C),34,3060,0,0.2,24.9,68.6,0,2.9,0,6.95,0,1,4,1,0.2,2.7,0,0.2,0.5,0.1,0.4,0.2,1.4,2.8,0.9,0.7,5,0.3,0.8,1
107,Odion Ighalo,27,Watford,32,"AM(C),FW",36,3153,3,1,19.5,75.9,0.1,0.2,0,6.95,1,15,4,0,2.9,0.6,6,1.3,1.5,0.7,2.2,2.8,0.7,0.4,1.3,0,0.7,0.6,0.1,0
108,Fernando,167,Man City,34,DMC,17,1713,0,0.3,38.1,89,0,2,0,6.95,7,2,4,0,0.6,1.6,0,0.7,0.4,0,0.4,0.4,2.5,1.8,1.1,0.1,1.5,1.6,0.2,0
109,Ben Watson,27,Watford,36,M(C),31,2815,0,0.9,41.1,77.6,1.1,3,0,6.94,4,2,4,0,0.5,1.2,0,0.1,0.4,0,0.4,0.8,2,2.5,1,0,1.8,1.9,0.4,0
110,Petr Cech,13,Arsenal,39,GK,34,3060,0,0,25.1,59,0,8.2,0,6.94,0,0,0,0,0,0.2,2,0.1,0.1,0,0,0,0,0,0,0,1,0,0,0
