,0
85,https://1xbet.whoscored.com/Matches/1549814/Live/England-Premier-League-2021-2022-Newcastle-Brighton
86,https://1xbet.whoscored.com/Matches/1549813/Live/England-Premier-League-2021-2022-Manchester-City-Manchester-United
87,https://1xbet.whoscored.com/Matches/1549799/Live/England-Premier-League-2021-2022-Arsenal-Liverpool
88,https://1xbet.whoscored.com/Matches/1549752/Live/England-Premier-League-2021-2022-Liverpool-Brentford
89,https://1xbet.whoscored.com/Matches/1549808/Live/England-Premier-League-2021-2022-West-Ham-Wolverhampton
90,https://1xbet.whoscored.com/Matches/1549861/Live/England-Premier-League-2021-2022-Watford-Brentford
91,https://1xbet.whoscored.com/Matches/1549741/Live/England-Premier-League-2021-2022-Chelsea-Liverpool
92,https://1xbet.whoscored.com/Matches/1549578/Live/England-Premier-League-2021-2022-Watford-Wolverhampton
93,https://1xbet.whoscored.com/Matches/1549766/Live/England-Premier-League-2021-2022-Manchester-United-West-Ham
94,https://1xbet.whoscored.com/Matches/1549603/Live/England-Premier-League-2021-2022-Leeds-Watford
95,https://1xbet.whoscored.com/Matches/1549653/Live/England-Premier-League-2021-2022-Manchester-City-Everton
96,https://1xbet.whoscored.com/Matches/1549745/Live/England-Premier-League-2021-2022-Leicester-Norwich
97,https://1xbet.whoscored.com/Matches/1549626/Live/England-Premier-League-2021-2022-Manchester-United-Liverpool
98,https://1xbet.whoscored.com/Matches/1549915/Live/England-Premier-League-2021-2022-Leicester-Southampton
99,https://1xbet.whoscored.com/Matches/1549853/Live/England-Premier-League-2021-2022-Manchester-City-Liverpool
100,https://1xbet.whoscored.com/Matches/1549865/Live/England-Premier-League-2021-2022-Manchester-United-Norwich
101,https://1xbet.whoscored.com/Matches/1549765/Live/England-Premier-League-2021-2022-Leicester-Brighton
102,https://1xbet.whoscored.com/Matches/1549917/Live/England-Premier-League-2021-2022-Manchester-City-Aston-Villa
103,https://1xbet.whoscored.com/Matches/1549824/Live/England-Premier-League-2021-2022-Everton-Wolverhampton
104,https://1xbet.whoscored.com/Matches/1549773/Live/England-Premier-League-2021-2022-West-Ham-Watford
105,https://1xbet.whoscored.com/Matches/1549581/Live/England-Premier-League-2021-2022-Burnley-Arsenal
106,https://1xbet.whoscored.com/Matches/1549761/Live/England-Premier-League-2021-2022-Chelsea-Tottenham
107,https://1xbet.whoscored.com/Matches/1549779/Live/England-Premier-League-2021-2022-Brentford-Crystal-Palace
108,https://1xbet.whoscored.com/Matches/1549643/Live/England-Premier-League-2021-2022-Crystal-Palace-Wolverhampton
109,https://1xbet.whoscored.com/Matches/1549542/Live/England-Premier-League-2021-2022-Everton-Southampton
110,https://1xbet.whoscored.com/Matches/1549854/Live/England-Premier-League-2021-2022-Leicester-Crystal-Palace
111,https://1xbet.whoscored.com/Matches/1549647/Live/England-Premier-League-2021-2022-Southampton-Aston-Villa
112,https://1xbet.whoscored.com/Matches/1549544/Live/England-Premier-League-2021-2022-Manchester-United-Leeds
113,https://1xbet.whoscored.com/Matches/1549621/Live/England-Premier-League-2021-2022-Brighton-Manchester-City
114,https://1xbet.whoscored.com/Matches/1549594/Live/England-Premier-League-2021-2022-Leeds-West-Ham
115,https://1xbet.whoscored.com/Matches/1549810/Live/England-Premier-League-2021-2022-Burnley-Chelsea
116,https://1xbet.whoscored.com/Matches/1549595/Live/England-Premier-League-2021-2022-Leicester-Burnley
117,https://1xbet.whoscored.com/Matches/1549707/Live/England-Premier-League-2021-2022-Liverpool-Newcastle
118,https://1xbet.whoscored.com/Matches/1549599/Live/England-Premier-League-2021-2022-Brighton-Arsenal
119,https://1xbet.whoscored.com/Matches/1549617/Live/England-Premier-League-2021-2022-Southampton-Leeds
120,https://1xbet.whoscored.com/Matches/1549670/Live/England-Premier-League-2021-2022-Everton-Liverpool
121,https://1xbet.whoscored.com/Matches/1549890/Live/England-Premier-League-2021-2022-Manchester-City-Newcastle
122,https://1xbet.whoscored.com/Matches/1549545/Live/England-Premier-League-2021-2022-Newcastle-West-Ham
123,https://1xbet.whoscored.com/Matches/1549698/Live/England-Premier-League-2021-2022-Norwich-Manchester-United
124,https://1xbet.whoscored.com/Matches/1549869/Live/England-Premier-League-2021-2022-Norwich-Newcastle
125,https://1xbet.whoscored.com/Matches/1549886/Live/England-Premier-League-2021-2022-Leeds-Manchester-City
126,https://1xbet.whoscored.com/Matches/1549655/Live/England-Premier-League-2021-2022-Norwich-Southampton
127,https://1xbet.whoscored.com/Matches/1549858/Live/England-Premier-League-2021-2022-Arsenal-Brighton
128,https://1xbet.whoscored.com/Matches/1549843/Live/England-Premier-League-2021-2022-Liverpool-Watford
129,https://1xbet.whoscored.com/Matches/1549840/Live/England-Premier-League-2021-2022-West-Ham-Everton
130,https://1xbet.whoscored.com/Matches/1549690/Live/England-Premier-League-2021-2022-Brentford-Watford
131,https://1xbet.whoscored.com/Matches/1549564/Live/England-Premier-League-2021-2022-Newcastle-Southampton
132,https://1xbet.whoscored.com/Matches/1549832/Live/England-Premier-League-2021-2022-Liverpool-Manchester-United
133,https://1xbet.whoscored.com/Matches/1549671/Live/England-Premier-League-2021-2022-Leeds-Crystal-Palace
134,https://1xbet.whoscored.com/Matches/1549656/Live/England-Premier-League-2021-2022-Tottenham-Leeds
135,https://1xbet.whoscored.com/Matches/1549565/Live/England-Premier-League-2021-2022-Norwich-Leicester
136,https://1xbet.whoscored.com/Matches/1549567/Live/England-Premier-League-2021-2022-West-Ham-Crystal-Palace
137,https://1xbet.whoscored.com/Matches/1549613/Live/England-Premier-League-2021-2022-Leicester-Manchester-United
138,https://1xbet.whoscored.com/Matches/1549716/Live/England-Premier-League-2021-2022-Watford-Crystal-Palace
139,https://1xbet.whoscored.com/Matches/1549856/Live/England-Premier-League-2021-2022-Brentford-West-Ham
140,https://1xbet.whoscored.com/Matches/1549557/Live/England-Premier-League-2021-2022-West-Ham-Leicester
141,https://1xbet.whoscored.com/Matches/1549786/Live/England-Premier-League-2021-2022-Norwich-Manchester-City
142,https://1xbet.whoscored.com/Matches/1549740/Live/England-Premier-League-2021-2022-Brentford-Aston-Villa
143,https://1xbet.whoscored.com/Matches/1549618/Live/England-Premier-League-2021-2022-Watford-Liverpool
144,https://1xbet.whoscored.com/Matches/1549827/Live/England-Premier-League-2021-2022-Southampton-Watford
145,https://1xbet.whoscored.com/Matches/1549771/Live/England-Premier-League-2021-2022-Burnley-Manchester-United
146,https://1xbet.whoscored.com/Matches/1549605/Live/England-Premier-League-2021-2022-Manchester-United-Everton
147,https://1xbet.whoscored.com/Matches/1549576/Live/England-Premier-League-2021-2022-Manchester-United-Newcastle
148,https://1xbet.whoscored.com/Matches/1549870/Live/England-Premier-League-2021-2022-Manchester-City-Watford
149,https://1xbet.whoscored.com/Matches/1549680/Live/England-Premier-League-2021-2022-Everton-Arsenal
150,https://1xbet.whoscored.com/Matches/1549849/Live/England-Premier-League-2021-2022-Watford-Leeds
151,https://1xbet.whoscored.com/Matches/1549781/Live/England-Premier-League-2021-2022-Chelsea-Arsenal
152,https://1xbet.whoscored.com/Matches/1549778/Live/England-Premier-League-2021-2022-Manchester-City-Brentford
153,https://1xbet.whoscored.com/Matches/1549782/Live/England-Premier-League-2021-2022-Everton-Leeds
154,https://1xbet.whoscored.com/Matches/1549783/Live/England-Premier-League-2021-2022-Leicester-West-Ham
155,https://1xbet.whoscored.com/Matches/1549823/Live/England-Premier-League-2021-2022-Crystal-Palace-Manchester-City
156,https://1xbet.whoscored.com/Matches/1549850/Live/England-Premier-League-2021-2022-Southampton-Chelsea
157,https://1xbet.whoscored.com/Matches/1549583/Live/England-Premier-League-2021-2022-Manchester-City-Southampton
158,https://1xbet.whoscored.com/Matches/1549905/Live/England-Premier-League-2021-2022-Manchester-United-Chelsea
159,https://1xbet.whoscored.com/Matches/1549728/Live/England-Premier-League-2021-2022-Wolverhampton-Watford
160,https://1xbet.whoscored.com/Matches/1549684/Live/England-Premier-League-2021-2022-Southampton-Brighton
161,https://1xbet.whoscored.com/Matches/1549610/Live/England-Premier-League-2021-2022-Aston-Villa-Wolverhampton
162,https://1xbet.whoscored.com/Matches/1549585/Live/England-Premier-League-2021-2022-Norwich-Watford
163,https://1xbet.whoscored.com/Matches/1549624/Live/England-Premier-League-2021-2022-Everton-Watford
164,https://1xbet.whoscored.com/Matches/1549641/Live/England-Premier-League-2021-2022-Brighton-Newcastle
165,https://1xbet.whoscored.com/Matches/1549730/Live/England-Premier-League-2021-2022-Brentford-Manchester-City
166,https://1xbet.whoscored.com/Matches/1549839/Live/England-Premier-League-2021-2022-Wolverhampton-Aston-Villa
167,https://1xbet.whoscored.com/Matches/1549661/Live/England-Premier-League-2021-2022-Brighton-Leeds
168,https://1xbet.whoscored.com/Matches/1549597/Live/England-Premier-League-2021-2022-Southampton-Wolverhampton
169,https://1xbet.whoscored.com/Matches/1549688/Live/England-Premier-League-2021-2022-Wolverhampton-Liverpool
170,https://1xbet.whoscored.com/Matches/1549910/Live/England-Premier-League-2021-2022-Brentford-Leeds
171,https://1xbet.whoscored.com/Matches/1549802/Live/England-Premier-League-2021-2022-Chelsea-Leicester
172,https://1xbet.whoscored.com/Matches/1549712/Live/England-Premier-League-2021-2022-Manchester-United-Brighton
173,https://1xbet.whoscored.com/Matches/1549652/Live/England-Premier-League-2021-2022-Liverpool-Arsenal
174,https://1xbet.whoscored.com/Matches/1549871/Live/England-Premier-League-2021-2022-Liverpool-Everton
175,https://1xbet.whoscored.com/Matches/1549587/Live/England-Premier-League-2021-2022-West-Ham-Manchester-United
176,https://1xbet.whoscored.com/Matches/1549916/Live/England-Premier-League-2021-2022-Liverpool-Wolverhampton
177,https://1xbet.whoscored.com/Matches/1549812/Live/England-Premier-League-2021-2022-Liverpool-West-Ham
178,https://1xbet.whoscored.com/Matches/1549562/Live/England-Premier-League-2021-2022-Liverpool-Chelsea
179,https://1xbet.whoscored.com/Matches/1549769/Live/England-Premier-League-2021-2022-Aston-Villa-Leeds
180,https://1xbet.whoscored.com/Matches/1549895/Live/England-Premier-League-2021-2022-Burnley-Aston-Villa
181,https://1xbet.whoscored.com/Matches/1549667/Live/England-Premier-League-2021-2022-Manchester-City-West-Ham
182,https://1xbet.whoscored.com/Matches/1549864/Live/England-Premier-League-2021-2022-Newcastle-Leicester
183,https://1xbet.whoscored.com/Matches/1549723/Live/England-Premier-League-2021-2022-Manchester-City-Leicester
184,https://1xbet.whoscored.com/Matches/1549694/Live/England-Premier-League-2021-2022-Crystal-Palace-Everton
185,https://1xbet.whoscored.com/Matches/1549640/Live/England-Premier-League-2021-2022-Brentford-Norwich
186,https://1xbet.whoscored.com/Matches/1549541/Live/England-Premier-League-2021-2022-Chelsea-Crystal-Palace
187,https://1xbet.whoscored.com/Matches/1549907/Live/England-Premier-League-2021-2022-Everton-Brentford
188,https://1xbet.whoscored.com/Matches/1549739/Live/England-Premier-League-2021-2022-Arsenal-Manchester-City
189,https://1xbet.whoscored.com/Matches/1549805/Live/England-Premier-League-2021-2022-Leeds-Tottenham
190,https://1xbet.whoscored.com/Matches/1549568/Live/England-Premier-League-2021-2022-Wolverhampton-Manchester-United
191,https://1xbet.whoscored.com/Matches/1549646/Live/England-Premier-League-2021-2022-Manchester-United-Manchester-City
192,https://1xbet.whoscored.com/Matches/1549801/Live/England-Premier-League-2021-2022-Brighton-Aston-Villa
193,https://1xbet.whoscored.com/Matches/1549811/Live/England-Premier-League-2021-2022-Leicester-Leeds
194,https://1xbet.whoscored.com/Matches/1549901/Live/England-Premier-League-2021-2022-Watford-Leicester
195,https://1xbet.whoscored.com/Matches/1549669/Live/England-Premier-League-2021-2022-Aston-Villa-Manchester-City
196,https://1xbet.whoscored.com/Matches/1549846/Live/England-Premier-League-2021-2022-Chelsea-Brentford
197,https://1xbet.whoscored.com/Matches/1549632/Live/England-Premier-League-2021-2022-Liverpool-Brighton
198,https://1xbet.whoscored.com/Matches/1549800/Live/England-Premier-League-2021-2022-Brentford-Newcastle
199,https://1xbet.whoscored.com/Matches/1549687/Live/England-Premier-League-2021-2022-West-Ham-Chelsea
200,https://1xbet.whoscored.com/Matches/1549648/Live/England-Premier-League-2021-2022-West-Ham-Liverpool
201,https://1xbet.whoscored.com/Matches/1549818/Live/England-Premier-League-2021-2022-Wolverhampton-Crystal-Palace
202,https://1xbet.whoscored.com/Matches/1549692/Live/England-Premier-League-2021-2022-Burnley-West-Ham
203,https://1xbet.whoscored.com/Matches/1549602/Live/England-Premier-League-2021-2022-Crystal-Palace-Leicester
204,https://1xbet.whoscored.com/Matches/1549627/Live/England-Premier-League-2021-2022-Southampton-Burnley
205,https://1xbet.whoscored.com/Matches/1549819/Live/England-Premier-League-2021-2022-Arsenal-Leicester
206,https://1xbet.whoscored.com/Matches/1549822/Live/England-Premier-League-2021-2022-Chelsea-Newcastle
207,https://1xbet.whoscored.com/Matches/1549673/Live/England-Premier-League-2021-2022-West-Ham-Brighton
208,https://1xbet.whoscored.com/Matches/1549751/Live/England-Premier-League-2021-2022-Burnley-Leicester
209,https://1xbet.whoscored.com/Matches/1549881/Live/England-Premier-League-2021-2022-Watford-Burnley
210,https://1xbet.whoscored.com/Matches/1549789/Live/England-Premier-League-2021-2022-Arsenal-Brentford
211,https://1xbet.whoscored.com/Matches/1549797/Live/England-Premier-League-2021-2022-West-Ham-Newcastle
212,https://1xbet.whoscored.com/Matches/1549611/Live/England-Premier-League-2021-2022-Brentford-Chelsea
213,https://1xbet.whoscored.com/Matches/1549700/Live/England-Premier-League-2021-2022-Brentford-Manchester-United
214,https://1xbet.whoscored.com/Matches/1549784/Live/England-Premier-League-2021-2022-Manchester-United-Southampton
215,https://1xbet.whoscored.com/Matches/1549792/Live/England-Premier-League-2021-2022-Crystal-Palace-Chelsea
216,https://1xbet.whoscored.com/Matches/1549809/Live/England-Premier-League-2021-2022-Aston-Villa-Southampton
217,https://1xbet.whoscored.com/Matches/1549606/Live/England-Premier-League-2021-2022-Tottenham-Aston-Villa
218,https://1xbet.whoscored.com/Matches/1549553/Live/England-Premier-League-2021-2022-Leeds-Everton
219,https://1xbet.whoscored.com/Matches/1549615/Live/England-Premier-League-2021-2022-Newcastle-Tottenham
220,https://1xbet.whoscored.com/Matches/1549554/Live/England-Premier-League-2021-2022-Liverpool-Burnley
221,https://1xbet.whoscored.com/Matches/1549711/Live/England-Premier-League-2021-2022-Leeds-Arsenal
222,https://1xbet.whoscored.com/Matches/1549625/Live/England-Premier-League-2021-2022-Leeds-Wolverhampton
223,https://1xbet.whoscored.com/Matches/1549777/Live/England-Premier-League-2021-2022-Liverpool-Leicester
224,https://1xbet.whoscored.com/Matches/1549612/Live/England-Premier-League-2021-2022-Everton-West-Ham
225,https://1xbet.whoscored.com/Matches/1549762/Live/England-Premier-League-2021-2022-Crystal-Palace-Liverpool
226,https://1xbet.whoscored.com/Matches/1549660/Live/England-Premier-League-2021-2022-Brentford-Everton
227,https://1xbet.whoscored.com/Matches/1549900/Live/England-Premier-League-2021-2022-West-Ham-Manchester-City
228,https://1xbet.whoscored.com/Matches/1549580/Live/England-Premier-League-2021-2022-Brighton-Leicester
229,https://1xbet.whoscored.com/Matches/1549885/Live/England-Premier-League-2021-2022-Manchester-United-Brentford
230,https://1xbet.whoscored.com/Matches/1549666/Live/England-Premier-League-2021-2022-Liverpool-Southampton
231,https://1xbet.whoscored.com/Matches/1549833/Live/England-Premier-League-2021-2022-Manchester-City-Brighton
232,https://1xbet.whoscored.com/Matches/1549775/Live/England-Premier-League-2021-2022-Newcastle-Everton
233,https://1xbet.whoscored.com/Matches/1549630/Live/England-Premier-League-2021-2022-Burnley-Brentford
234,https://1xbet.whoscored.com/Matches/1549569/Live/England-Premier-League-2021-2022-Arsenal-Norwich
235,https://1xbet.whoscored.com/Matches/1549852/Live/England-Premier-League-2021-2022-Newcastle-Wolverhampton
236,https://1xbet.whoscored.com/Matches/1549548/Live/England-Premier-League-2021-2022-Watford-Aston-Villa
237,https://1xbet.whoscored.com/Matches/1549857/Live/England-Premier-League-2021-2022-Aston-Villa-Tottenham
238,https://1xbet.whoscored.com/Matches/1549867/Live/England-Premier-League-2021-2022-Everton-Crystal-Palace
239,https://1xbet.whoscored.com/Matches/1549563/Live/England-Premier-League-2021-2022-Manchester-City-Arsenal
240,https://1xbet.whoscored.com/Matches/1549883/Live/England-Premier-League-2021-2022-Southampton-Crystal-Palace
241,https://1xbet.whoscored.com/Matches/1549552/Live/England-Premier-League-2021-2022-Crystal-Palace-Brentford
242,https://1xbet.whoscored.com/Matches/1549703/Live/England-Premier-League-2021-2022-Leicester-Tottenham
243,https://1xbet.whoscored.com/Matches/1549912/Live/England-Premier-League-2021-2022-Burnley-Newcastle
244,https://1xbet.whoscored.com/Matches/1549798/Live/England-Premier-League-2021-2022-Wolverhampton-Leicester
245,https://1xbet.whoscored.com/Matches/1549821/Live/England-Premier-League-2021-2022-Brighton-Liverpool
246,https://1xbet.whoscored.com/Matches/1549888/Live/England-Premier-League-2021-2022-Aston-Villa-Norwich
247,https://1xbet.whoscored.com/Matches/1549699/Live/England-Premier-League-2021-2022-Arsenal-West-Ham
248,https://1xbet.whoscored.com/Matches/1549755/Live/England-Premier-League-2021-2022-Norwich-Everton
249,https://1xbet.whoscored.com/Matches/1549539/Live/England-Premier-League-2021-2022-Brentford-Arsenal
250,https://1xbet.whoscored.com/Matches/1549628/Live/England-Premier-League-2021-2022-West-Ham-Tottenham
251,https://1xbet.whoscored.com/Matches/1549574/Live/England-Premier-League-2021-2022-Leeds-Liverpool
252,https://1xbet.whoscored.com/Matches/1549598/Live/England-Premier-League-2021-2022-Watford-Newcastle
253,https://1xbet.whoscored.com/Matches/1549634/Live/England-Premier-League-2021-2022-Newcastle-Chelsea
254,https://1xbet.whoscored.com/Matches/1549639/Live/England-Premier-League-2021-2022-Arsenal-Watford
255,https://1xbet.whoscored.com/Matches/1549825/Live/England-Premier-League-2021-2022-Leeds-Norwich
256,https://1xbet.whoscored.com/Matches/1549753/Live/England-Premier-League-2021-2022-Manchester-City-Chelsea
257,https://1xbet.whoscored.com/Matches/1549637/Live/England-Premier-League-2021-2022-Watford-Southampton
258,https://1xbet.whoscored.com/Matches/1549767/Live/England-Premier-League-2021-2022-Southampton-Manchester-City
259,https://1xbet.whoscored.com/Matches/1549731/Live/England-Premier-League-2021-2022-Chelsea-Brighton
260,https://1xbet.whoscored.com/Matches/1549736/Live/England-Premier-League-2021-2022-Leicester-Liverpool
261,https://1xbet.whoscored.com/Matches/1549820/Live/England-Premier-League-2021-2022-Brentford-Burnley
262,https://1xbet.whoscored.com/Matches/1549620/Live/England-Premier-League-2021-2022-Brentford-Leicester
263,https://1xbet.whoscored.com/Matches/1549758/Live/England-Premier-League-2021-2022-Wolverhampton-Southampton
