,home_shot,away_shot,home_possession,away_possession,home_pass_success,away_pass_success,home_dribbles,away_dribbles,home_aerials_won,away_aerials_won,home_tackles,away_tackles,home_corners,away_corners,home_dispossessed,away_dispossessed,home_missing_player,away_missing_player,home_missing_player_rating,away_missing_player_rating,home,away,half_home_score,half_away_score,full_home_score,full_away_score,kick_off,date,matchup_home_goals,matchup_away_goals,matchup_home_wins,matchup_draw,matchup_away_wins,home_total_att,away_total_att,home_open_att,away_open_att,home_set_att,away_set_att,home_counter_att,away_counter_att,home_pk_att,away_pk_att,home_own_att,away_own_att,home_total_passes,away_total_passes,home_crosses_passes,away_crosses_passes,home_long_balls,away_long_balls,home_short_passes,away_short_passes
0,14,5,43.1,56.9,84,86,11,9,8,11,23,21,4,3,8,12,4,5,6.28,6.6,Norwich,Wolverhampton,0 , 0,0 , 0,15:00,"Jmos, 27-Nov-21",8,11,Won (33%),Drew (17%),Won (50%),14,5,11,4,3,1,0,0,0,0,0,0,470,618,22,9,52,69,393,539
1,15,12,34.1,65.9,79,85,15,13,17,18,11,15,3,7,7,7,7,3,6.61,6.68,Burnley,Tottenham,0 , 0,1 , 0,19:30,"Jtan, 23-Feb-22",3,13,Won (17%),Drew (17%),Won (67%),15,12,6,9,9,3,0,0,0,0,0,0,351,675,23,25,54,44,274,606
2,9,21,42.4,57.6,73,83,8,7,25,16,16,20,3,6,8,7,4,1,6.18,6.0,Aston Villa,West Ham,1 , 2,1 , 4,16:30,"Jpl, 31-Okt-21",4,11,Won (0%),Drew (33%),Won (67%),9,21,6,10,3,8,0,3,0,0,0,0,354,479,15,16,63,55,276,407
3,22,10,62.7,37.3,87,73,5,7,19,13,15,31,9,1,16,11,5,3,6.75,6.72,Crystal Palace,West Ham,0 , 3,2 , 3,17:30,"Jmos, 01-Jan-22",10,9,Won (33%),Drew (50%),Won (17%),22,10,19,8,3,1,0,0,0,1,0,0,603,361,38,15,57,65,508,281
4,16,8,61.3,38.7,82,71,5,6,17,21,24,23,9,6,14,20,4,4,6.7,6.55,Manchester United,Crystal Palace,0 , 0,1 , 0,14:00,"Jpl, 05-Des-21",7,6,Won (33%),Drew (33%),Won (33%),16,8,12,2,4,5,0,1,0,0,0,0,557,350,20,13,62,54,474,282
5,6,12,48.5,51.5,84,84,10,14,9,9,17,11,3,4,7,12,3,3,7.06,6.96,Liverpool,Manchester City,0 , 0,2 , 2,16:30,"Jpl, 03-Okt-21",7,13,Won (17%),Drew (17%),Won (67%),6,12,3,10,3,1,0,1,0,0,0,0,526,561,19,14,56,71,449,470
6,14,15,47.8,52.2,80,80,14,9,10,14,15,26,2,5,9,8,4,7,6.53,6.54,Wolverhampton,Leeds,2 , 0,2 , 3,20:00,"Ijm, 18-Mac-22",11,2,Won (83%),Drew (17%),Won (0%),14,15,11,11,3,4,0,0,0,0,0,0,430,471,11,16,66,51,352,397
7,8,10,47,53,85,86,6,3,5,6,10,13,6,5,8,6,5,1,6.57,6.83,Aston Villa,Arsenal,0 , 1,0 , 1,12:30,"Jmos, 19-Mac-22",8,10,Won (50%),Drew (0%),Won (50%),8,10,5,7,3,2,0,1,0,0,0,0,476,537,27,14,40,59,409,463
8,20,10,75.6,24.4,88,65,8,7,17,25,7,18,12,4,10,4,8,10,6.54,6.58,Arsenal,Burnley,0 , 0,0 , 0,14:00,"Jpl, 23-Jan-22",7,4,Won (50%),Drew (33%),Won (17%),20,10,14,5,6,3,0,2,0,0,0,0,681,222,34,6,73,60,573,156
9,11,10,68.9,31.1,85,63,3,6,12,13,13,17,4,4,12,8,3,4,6.46,6.55,Brighton,Burnley,0 , 2,0 , 3,15:00,"Jmos, 19-Feb-22",7,7,Won (33%),Drew (50%),Won (17%),11,10,9,9,2,1,0,0,0,0,0,0,618,281,34,15,60,64,523,202
